Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Working Industry,Employer Type,Job Role,Job Title,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Work if FI,Intended Retirement Age,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
2,Yes,United States Dollars (USD),56-60,Married,3,0,Healthcare,Public corporation,Management - Middle / Lower,Director of Marketing,For an organization,,For myself,,Own,81-90,Yes,,,No,6000000.0,4,215000.0,150000.0,No,71+,5000000.0,,,7491000.0,0.0,350000.0,350000.0,2022
1,Yes,United States Dollars (USD),46-50,Married,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,,For an organization,,,,Own,91-100,No,,,,,4,,,Yes,56-60,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),41-45,"Single, never married",,,Manufacturing,Private corporation,Professional (licensed / certificated),Finance manager,For an organization,,,,Own,71-80,No,1500000.0,27,,2000000.0,4,40000.0,60000.0,Yes,51-55,,,,570000.0,3000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Military,Private corporation,Professional (non-licensed),Data scientist,For an organization,,For an organization,,Own,71-80,No,1875000.0,24.5,,2000000.0,4,60000.0,120000.0,Partially,41-45,,,,1130200.0,575200.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,1,0,Engineering (NOT software),Private corporation,Professional (non-licensed),Senior Staff Mechanical Modeling Engineer,For an organization,,,,Own,81-90,No,2500000.0,20,,100.0,4,20000.0,100000.0,Yes,46-50,,,,1605000.0,425000.0,160700.0,292800.0,2022
1,Yes,United States Dollars (USD),31-35,Married,1,0,Energy,Private corporation,Management - Middle / Lower,Manager,For an organization,,,,Own,71-80,No,2000000.0,20,,2000000.0,4,100000.0,100000.0,Yes,41-45,,,,900000.0,450000.0,210000.0,210000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Healthcare,Self-employed,Professional (licensed / certificated),Physician Assistant,For myself,,,,Own,71-80,No,2500000.0,12,,2500000.0,4,100000.0,100000.0,Partially,46-50,,,,703500.0,423700.0,299725.0,299725.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Professional & Business Services,Private corporation,Professional (licensed / certificated),Senior Manager,For an organization,,For myself,,Own,81-90,No,3000000.0,54,,3000000.0,4,50000.0,120000.0,Undecided,46-50,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,2,Financial Services,Private corporation,Professional (non-licensed),Analyst,For an organization,,,,Own,81-90,No,2500000.0,10,,6000000.0,4,,,Yes,56-60,,,,587000.0,275000.0,100000.0,167000.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Financial Services,Public corporation,Information technology,Software Engineer,For an organization,,,,Rent,91-100,No,1500000.0,7,,2500000.0,4,10000.0,75000.0,No,61-65,,,,165000.0,0.0,150000.0,150000.0,2022
1,Yes,United States Dollars (USD),26-30,Married,,3,Engineering (NOT software),Private corporation,Professional (non-licensed),Process Engineer I,For an organization,,,,Rent,61-70,No,1600000.0,1.6,,1600000.0,4,21900.0,60000.0,Yes,56-60,,,,25994.0,4500.0,81844.0,85259.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,3,Energy,Public corporation,Professional (non-licensed),Commercial Optimization Engineer,For an organization,,,,Rent,71-80,No,1000000.0,80.5,,2500000.0,4,,40000.0,No,41-45,,,,832056.0,24447.0,165200.0,183150.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Healthcare,Nonprofit corporation,Information technology,Business intelligence Admin,For an organization,,For an organization,,Own,71-80,No,3000000.0,30,,25000000.0,4,,100000.0,Partially,51-55,,,,1237000.0,518000.0,227930.0,359000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Professional & Business Services,Nonprofit corporation,Management - Middle / Lower,Lead Accountant,For an organization,,,,Own,81-90,No,1500000.0,7.7,,1500000.0,4,,55000.0,Yes,51-55,,,,500752.0,135600.0,163000.0,163000.0,2022
1,No,Canadian Dollars (CAD),26-30,"In a relationship, but not married",,1,Financial Services,Public corporation,Administrative staff,Client Service Associate,For an organization,,,,Live with family or friends,61-70,No,1537279.0161414298,4,,1537279.0161414298,4,9992.313604919293,34588.77786318217,Undecided,46-50,,,,61721.75249807841,0.0,55299.00076863951,55299.00076863951,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Healthcare,Private corporation,Professional (licensed / certificated),Pharmacist,,For an organization,,,Own,81-90,No,1800000.0,28,,1800000.0,4,15000.0,70000.0,Yes,46-50,,,,1073000.0,545000.0,200000.0,200000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public corporation,Consultant,Senior Business Consultant,For an organization,,,,Own,31-40,No,1000000.0,10,,1500000.0,4,,60000.0,Partially,46-50,,,,580000.0,410000.0,90000.0,90000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,3,Engineering (NOT software),Private corporation,Professional (non-licensed),Senior Project Engineer,For an organization,,For myself,,Own,81-90,No,1000000.0,38,,1000000.0,4,108000.0,50000.0,No,51-55,,,,981771.0,555138.0,124370.0,163128.0,2022
1,Yes,United States Dollars (USD),31-35,Divorced,,2,Financial Services,Nonprofit corporation,Management - Upper,CFO,For an organization,,,,Own,61-70,No,1000000.0,68,,45.0,4,150000.0,45000.0,Partially,41-45,,,,1488400.0,604600.0,40000.0,180000.0,2022
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Energy,Private corporation,Management - Middle / Lower,Manager FP&A,For an organization,,,,Own,81-90,No,700000.0,50,,2881295.0,4,,105000.0,No,61-65,,,,940242.0,430000.0,94888.0,180000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Engineering (NOT software),Public corporation,Professional (licensed / certificated),Systems engineer,For an organization,,,,Own,71-80,No,2100000.0,8,,2100000.0,4,90000.0,90000.0,Yes,51-55,,,,420000.0,260000.0,121300.0,120000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Engineering (NOT software),Private corporation,Professional (non-licensed),Quality Engineer,For an organization,,,,Own,71-80,No,1500000.0,20,,2500000.0,4,100000.0,75000.0,Undecided,46-50,,,,880000.0,228500.0,68000.0,215000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Financial Services,Public corporation,Management - Middle / Lower,Strategy Manager,For an organization,,,,Rent,81-90,No,2500000.0,5,,2500000.0,4,,100000.0,Undecided,46-50,,,,145000.0,25000.0,115000.0,115000.0,2022
1,No,British Pound Sterling (GBP),26-30,"Single, never married",,2,Other Services,Private corporation,Marketing,Marketing Manager,For an organization,,,,Live with family or friends,51-60,No,616522.8113440197,10,,1233045.6226880394,4,43156.59679408138,36991.36868064118,Yes,51-55,,,,60881.627620221945,0.0,43156.59679408138,43156.59679408138,2022
1,Yes,United States Dollars (USD),31-35,Married,1,1,Information Technology (incl. software engineering),Public corporation,Consultant,,For an organization,,,,Own,81-90,No,1500000.0,47,,1300000.0,4,25000.0,60000.0,Undecided,41-45,,,,1145000.0,300000.0,80000.0,196000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,1,1,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Project Manager,For an organization,,,,Own,71-80,No,1800000.0,9,,2000000.0,4,80000.0,80000.0,Undecided,51-55,,,,1635000.0,760000.0,60000.0,76588.0,2022
2,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",1,0,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,"Manager, Network Engineering",For an organization,,,,Own,91-100,No,3500000.0,70,,4500000.0,4,,175000.0,Partially,41-45,,,,3907000.0,1851000.0,176000.0,600000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Real Estate,Nonprofit corporation,Management - Upper,Real Estate Development Director,For an organization,,,,Own,71-80,No,2500000.0,29,,3500000.0,4,24000.0,165000.0,Partially,51-55,,,,1855000.0,545000.0,236435.0,236435.0,2022
2,Yes,United States Dollars (USD),41-45,Married,4,4,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,,For an organization,,,,Own,121-130,No,4000000.0,50,,4000000.0,4,30000.0,100000.0,Yes,56-60,,,,2390000.0,0.0,138000.0,225000.0,2022
1,No,Euros (EUR),26-30,"In a relationship, but not married",,2,Retail,Self-employed,Administrative staff,Manager,For an organization,,,,Live with family or friends,41-50,No,105.15247108307045,10,,262.88117770767616,4,10.515247108307046,21.03049421661409,Yes,46-50,,,,31.54574132492114,0.0,21.03049421661409,21.03049421661409,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Own,81-90,No,2500000.0,10,,2500000.0,4,100000.0,100000.0,Partially,46-50,,,,1100000.0,675000.0,175000.0,250000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Software Engineer,For an organization,For myself,,,Rent,81-90,No,1500000.0,10,,1700000.0,4,80000.0,50000.0,Partially,31-35,,,,145000.0,16500.0,50000.0,175000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Healthcare,Private corporation,Professional (licensed / certificated),Registered Nurse,For an organization,,,,Own,71-80,No,1500000.0,8,,1500000.0,4,4000.0,88000.0,No,51-55,,,,471500.0,255320.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,Construction,Private corporation,Professional (licensed / certificated),Cost Accountant,For an organization,,,,Own,41-50,No,2000000.0,1,,2000000.0,4,25000.0,80000.0,Partially,31-35,,,,216000.0,216000.0,58720.0,75000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Financial Services,Public corporation,Professional (non-licensed),Portfolio Manager,For an organization,,,,Own,81-90,No,2000000.0,25,,2000000.0,4,,75000.0,Yes,36-40,,,,970000.0,362000.0,123850.0,172000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Information Technology (incl. software engineering),Private corporation,,data scientist,For an organization,For an organization,,,Own,71-80,No,1875000.0,30.4,,2000000.0,4,55000.0,120000.0,Undecided,41-45,,,,1147582.0,578072.0,125372.0,20925.0,2022
1,Yes,United States Dollars (USD),36-40,Divorced,1,0,Information Technology (incl. software engineering),Public corporation,,,For an organization,,,,Own,71-80,No,1800000.0,40,,1800000.0,4,36000.0,70000.0,Yes,41-45,,,,1480000.0,488000.0,0.0,316000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Financial Services,Public corporation,Professional (licensed / certificated),Actuary,For an organization,,,,Own,61-70,No,1000000.0,33,,1400000.0,4,,,Undecided,51-55,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Healthcare,Private corporation,Professional (licensed / certificated),Physician,For an organization,,,,Own,61-70,No,2500000.0,20,,3000000.0,4,50000.0,100000.0,Partially,46-50,,,,1145000.0,810000.0,281000.0,400000.0,2022
2,No,Canadian Dollars (CAD),21-25,"In a relationship, but not married",,3,Financial Services,Private corporation,Professional (non-licensed),Quantitative Developer,For an organization,,,,Own,71-80,No,2305918.524212145,5,,384319.75403535744,4,19215.98770176787,92236.74096848578,No,36-40,,,,1164488.854727133,11529.592621060723,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,Rent,81-90,No,1500000.0,5,,2000000.0,4,,,No,46-50,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Public agency (Government),Information technology,sys admin,For an organization,,,,Own,61-70,No,800000.0,50,,1000000.0,4,5000.0,24000.0,No,41-45,,,,543500.0,90000.0,90000.0,90000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Private corporation,Consultant,,For an organization,,,,Rent,71-80,No,1000000.0,70,,2000000.0,4,,75000.0,Yes,36-40,,,,745000.0,0.0,260000.0,260000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,1,Media,Nonprofit corporation,Program staff,Broadcast Operations Specialist,For an organization,For myself,,,Own,61-70,No,1500000.0,25,,2000000.0,4,30000.0,75000.0,No,41-45,,,,633000.0,132000.0,130400.0,130400.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Financial Services,Private corporation,Professional (non-licensed),Compliance Officer,For an organization,,,,Rent,91-100,No,2500000.0,10,,3000000.0,4,,90000.0,Undecided,51-55,,,,250000.0,31000.0,115000.0,260000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Manufacturing,Public corporation,Professional (licensed / certificated),Auditor,For an organization,,,,Own,71-80,No,1800000.0,13,,1800000.0,4,24000.0,72000.0,Yes,51-55,,,,395617.0,42964.0,183217.0,183217.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Engineering (NOT software),Public corporation,Professional (non-licensed),Quality Engineer II,For an organization,,,,Rent,51-60,No,5000000.0,15,,50000000.0,4,,60000.0,Partially,51-55,,,,600000.0,0.0,50000.0,230000.0,2022
1,No,Canadian Dollars (CAD),21-25,"In a relationship, but not married",,3,Financial Services,Private corporation,Professional (non-licensed),Data developer,For an organization,,,,Live with family or friends,71-80,No,2305918.524212145,5,,2305918.524212145,4,1537.2790161414298,69177.55572636434,Yes,36-40,,,,119139.1237509608,11529.592621060723,72067.64027671023,73020.75326671792,2022
1,Yes,United States Dollars (USD),46-50,Married,1,0,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Data Center Manager,For an organization,,,,Own,71-80,No,1250000.0,75,,55.0,4,70000.0,70000.0,No,51-55,,,,990000.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),31-35,Married,2,0,Information Technology (incl. software engineering),Private corporation,Sales,Director,For an organization,,,,Own,71-80,No,2500000.0,32,,3000000.0,4,90000.0,80000.0,Partially,51-55,,,,800000.0,0.0,100000.0,220000.0,2022
2,Yes,United States Dollars (USD),21-25,Married,,2,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Own,81-90,No,1000000.0,30,,1500000.0,4,60000.0,40000.0,Undecided,36-40,,,,550000.0,262500.0,140000.0,140000.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Professional & Business Services,Private corporation,Management - Middle / Lower,Director,For an organization,,For myself,,Own,81-90,Yes,,,No,2250000.0,4,24000.0,75000.0,No,41-45,1750000.0,,,3203050.0,670321.0,275039.0,275039.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,1,Education,Public agency (Government),Professional (non-licensed),Professor,For an organization,,,,Rent,81-90,No,2500000.0,8,,3000000.0,4,0.0,0.0,Yes,51-55,,,,280500.0,37000.0,240000.0,240000.0,2022
1,Yes,United States Dollars (USD),31-35,Married,1,1,Engineering (NOT software),Public corporation,Professional (non-licensed),Structural Analysis Engineer,For an organization,,,,Own,71-80,No,1900000.0,52,,1900000.0,4,120000.0,104000.0,Yes,36-40,,,,1828215.0,388690.0,112790.0,112790.0,2022
1,No,Canadian Dollars (CAD),36-40,"Single, never married",,,Professional & Business Services,Private corporation,Consultant,Project Manager,,"For an organization,For myself",,,Own,71-80,Yes,,,No,3843197.5403535743,4,153727.90161414296,115295.92621060723,Yes,46-50,1537279.0161414298,,,2628747.117601845,0.0,106155.26518063029,107609.53112990008,2022
1,Yes,United States Dollars (USD),26-30,Married,,,Natural Resources,Public agency (Government),Professional (non-licensed),Research Assistant,,For an organization,,,Rent,71-80,No,2000000.0,5,,2000000.0,4,0.0,80000.0,Undecided,51-55,,,,100000.0,5400.0,63000.0,63000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Engineering (NOT software),Private corporation,Professional (non-licensed),Industrial Engineering,For an organization,,,,Rent,81-90,No,1500000.0,55,,2000000.0,4,80000.0,80000.0,Yes,41-45,,,,1105000.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,,,Manufacturing,Public corporation,Professional (non-licensed),Engineer,For an organization,,,,Own,81-90,No,650000.0,77,,750000.0,4,48000.0,29000.0,Partially,36-40,,,,650000.0,501000.0,57500.0,270000.0,2022
