Number of Contributors,Reside in US,Age,Relationship Status,Country,Currency Used,Financially Independent,FI Number,Percent of FI Amount,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,FI Number [Retired],Retired,Intended Retirement Age,Work if FI,Annual Withdrawal Rate,Annual Withdrawal Amount,Working Industry,Employer Type,Job Role,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,34-38,Married,,USD,No,1500000.0,50.0,1500000.0,4.0,,,,,39-43,Yes,,,Information Technology,Private corporation,Information Technology,,,,"For an Organization (Employed), For Myself (Self-Employed), N/A",Own,81-90,1702000.0,500000.0,536100.0,500000.0,2020
2,Yes,49-53,Divorced - Remarried,,USD,Yes,,,,,,,5000000.0,No,54-58,No,,,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Rent,81-90,7849893.0,1624704.0,43200.0,550000.0,2020
2,Yes,29-33,Married,,USD,No,1000000.0,50.0,1500000.0,3.0,20000.0,35000.0,,,34-38,Partially,,,Financial Services,Private corporation,Management - Middle / Lower,For an Organization (Employed),,For an Organization (Employed),,Own,61-70,790000.0,200000.0,28600.0,170000.0,2020
1,Yes,29-33,"Single, never married",,USD,Yes,,,,,,,2400000.0,No,34-38,Undecided,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,3250000.0,505000.0,203600.0,300000.0,2020
2,Yes,49-53,Widowed - Remarried,,USD,No,5000000.0,80.0,5000000.0,3.5,0.0,100000.0,,,49-53,Yes,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Own,81-90,5100000.0,5000.0,9280.0,375000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1750000.0,2.75,2000000.0,3.75,40000.0,60000.0,,,44-48,Yes,,,Public Administration (Civilian Government),Public agency,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,71-80,50104.0,41000.0,73820.0,70865.0,2020
1,Yes,24-28,"Single, never married",,USD,No,1000000.0,8.0,50000000.0,4.0,25000.0,100000.0,,,49-53,No,,,Real Estate,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,61-70,416721.0,321007.0,27320.2,80000.0,2020
2,Yes,34-38,Married,,USD,Yes,,,,,,,3000000.0,No,49-53,No,,,Other Services,Public corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,81-90,3460000.0,370000.0,26000.0,350000.0,2020
2,Yes,29-33,Married,,USD,No,500000.0,46.0,1200000.0,19.0,,40000.0,,,44-48,No,,,Financial Services,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,61-70,612993.0,286126.0,109668.0,147469.0,2020
1,Yes,29-33,"Single, never married",,USD,No,4000000.0,12.5,6000000.0,4.0,,80000.0,,,Undecided,Undecided,,,Information Technology,Public corporation,Management - Middle / Lower,For an Organization (Employed),,,,Rent,91-100,500000.0,0.0,32000.0,183000.0,2020
2,Yes,34-38,Married,,USD,No,2000000.0,44.0,2500000.0,3.25,15000.0,70000.0,,,49-53,Undecided,,,Information Technology,Public agency,General Labor,For an Organization (Employed),,,,Own,61-70,1204915.0,186003.0,175849.0,161337.0,2020
2,Yes,29-33,Married,,USD,No,5000000.0,15.0,5000000.0,4.0,10000.0,150000.0,,,49-53,No,,,Professional & Business Services,Public corporation,Management - Upper,For an Organization (Employed),,,,Own,1-20,1375000.0,550000.0,38700.0,350000.0,2020
2,Yes,44-48,Divorced - Remarried,,USD,Yes,,,,,,,1500000.0,No,49-53,Partially,,,Information Technology,Self-employed,Information Technology,,,For Myself (Self-Employed),,Own,61-70,2500000.0,0.0,53000.0,400000.0,2020
1,Yes,34-38,Married,,USD,No,1250000.0,6.86,1250000.0,4.0,41154.0,76426.0,,,49-53,Undecided,,,Military,Public agency,Management - Middle / Lower,For an Organization (Employed),,,,Rent,61-70,97346.0,38472.0,84018.0,90038.0,2020
2,Yes,29-33,Married,,USD,No,3000000.0,17.0,3000000.0,4.0,0.0,120000.0,,,49-53,Partially,,,Information Technology,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,1-20,1895000.0,910000.0,239200.0,350000.0,2020
1,Yes,29-33,"In a relationship, but not married",,USD,No,1500000.0,30.0,43.0,3.75,0.0,60000.0,,,39-43,Partially,,,Professional & Business Services,Private corporation,Consultant,For an Organization (Employed),,,,Own,71-80,1062000.0,359000.0,89500.0,60000.0,2020
2,Yes,29-33,"In a relationship, but not married",,USD,No,1500000.0,50.0,1300000.0,3.5,24000.0,40000.0,,,34-38,Partially,,,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,845000.0,0.0,126500.0,170000.0,2020
2,Yes,34-38,Married,,USD,No,3000000.0,25.0,3000000.0,3.5,,80000.0,,,44-48,Yes,,,Healthcare,Nonprofit corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,71-80,850000.0,276000.0,21000.0,289000.0,2020
2,Yes,24-28,Married,,USD,No,2000000.0,6.25,2000000.0,3.5,25000.0,70000.0,,,44-48,Yes,,,Public Administration (Civilian Government),Public agency,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Live with family or friends,71-80,179000.0,77000.0,73700.0,70000.0,2020
1,Yes,18-23,"Single, never married",,USD,No,900000.0,3.0,1250000.0,4.0,25000.0,40000.0,,,Undecided,Undecided,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,61-70,26500.0,20000.0,63500.0,72000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,600000.0,25.0,600000.0,4.0,,,,,39-43,Undecided,,,,,,For an Organization (Employed),,,,Rent,71-80,145000.0,0.0,13300.0,60000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,2000000.0,20.0,2000000.0,3.5,75000.0,60000.0,,,54-58,Partially,,,Information Technology,Private corporation,Consultant,For an Organization (Employed),,,,Rent,51-60,420000.0,0.0,89500.0,100000.0,2020
2,Yes,39-43,Divorced - Remarried,,USD,Yes,,,,3.5,90000.0,0.0,,,44-48,Yes,,,Healthcare,Public agency,,For an Organization (Employed),,,,Own,61-70,657000.0,229000.0,177900.0,215000.0,2020
2,Yes,34-38,Married,,USD,No,2500000.0,41.0,5000000.0,3.5,0.0,,,,54-58,No,,,Manufacturing,Private corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,71-80,996000.0,156000.0,50000.0,192000.0,2020
2,Yes,24-28,Married,,USD,No,5000000.0,4.0,5000000.0,3.5,60000.0,150000.0,,,59-63,Partially,,,Financial Services,Self-employed,Professional (licensed / certificated),For an Organization (Employed),For Myself (Self-Employed),,,Rent,81-90,335000.0,0.0,146440.0,155000.0,2020
2,Yes,29-33,Married,,USD,No,1000000.0,3.0,1500000.0,4.0,,40000.0,,,54-58,No,,,Information Technology,Nonprofit corporation,Information Technology,For an Organization (Employed),,For Myself (Self-Employed),,Rent,71-80,65300.0,24400.0,56520.0,,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1500000.0,16.0,2000000.0,3.5,24000.0,30000.0,,,49-53,Undecided,,,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,603000.0,273000.0,47700.0,,2020
2,Yes,29-33,Divorced - Remarried,,USD,No,2500000.0,8.0,2500000.0,4.0,0.0,80000.0,,,44-48,Partially,,,Information Technology,Public corporation,Consultant,For an Organization (Employed),,,,Rent,71-80,255000.0,52000.0,211500.0,205000.0,2020
2,Yes,29-33,Married,,USD,No,1600000.0,13.0,2000000.0,3.0,0.0,80000.0,,,54-58,Partially,,,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Own,61-70,593000.0,216500.0,159475.0,179000.0,2020
2,Yes,39-43,Married,,USD,No,5000000.0,25.0,5000000.0,4.5,,225000.0,,,49-53,Yes,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Own,61-70,1800000.0,423000.0,232000.0,425000.0,2020
2,Yes,24-28,"In a relationship, but not married",,USD,No,3000000.0,19.0,5000000.0,4.0,40000.0,200000.0,,,39-43,Undecided,,,Financial Services,Private corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,81-90,1462000.0,900000.0,434000.0,440000.0,2020
2,Yes,29-33,"In a relationship, but not married",,USD,No,1700000.0,8.0,1700000.0,3.5,0.0,50000.0,,,39-43,Yes,,,Professional & Business Services,Private corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,71-80,382000.0,201000.0,100722.0,135000.0,2020
1,Yes,34-38,"In a relationship, but not married",,USD,No,1800000.0,14.0,2200000.0,3.5,8000.0,54000.0,,,49-53,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,For Myself (Self-Employed),,Own,51-60,649950.0,294000.0,102700.0,128532.0,2020
1,Yes,34-38,"In a relationship, but not married",,USD,No,1750000.0,10.0,1750000.0,3.35,24000.0,65000.0,,,44-48,Undecided,,,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Own,61-70,340000.0,90000.0,63620.0,79000.0,2020
2,Yes,34-38,Married,,USD,No,1850000.0,26.0,2500000.0,3.75,36000.0,80000.0,,,54-58,Undecided,,,Manufacturing,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,For Myself (Self-Employed),,Own,71-80,1059533.0,314617.0,150983.0,148961.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,4000000.0,8.0,4000000.0,5.0,18000.0,150000.0,,,64-68,Yes,,,Information Technology,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,81-90,354000.0,0.0,168300.0,167000.0,2020
1,Yes,54-58,Divorced - Remarried,,USD,No,1000000.0,59.0,1000000.0,4.0,30000.0,40000.0,,,59-63,Partially,,,Media,Private corporation,Management - Upper,For an Organization (Employed),,,,Own,101-110,976500.0,144000.0,38900.0,160000.0,2020
1,Yes,24-28,"Single, never married",,USD,No,1250000.0,80.0,1500000.0,3.5,10000.0,60000.0,,,Undecided,No,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,91-100,950000.0,8000.0,26700.0,330000.0,2020
2,Yes,29-33,Married,,USD,No,1200000.0,15.0,2000000.0,4.0,0.0,4000.0,,,44-48,Partially,,,Other Services,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,61-70,429000.0,172583.0,80823.0,160000.0,2020
1,Yes,29-33,"Single, never married",,USD,Yes,,,,,,,1312000.0,No,34-38,Partially,,,Information Technology,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,81-90,1325751.0,822.0,278113.0,260172.0,2020
1,Yes,39-43,"Single, never married",,USD,No,2000000.0,37.0,2000000.0,4.0,,80000.0,,,49-53,Partially,,,Leisure & Hospitality,Public corporation,Management - Upper,For an Organization (Employed),,,,Rent,71-80,725234.0,0.0,101312.0,122244.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1000000.0,15.0,1600000.0,4.0,10000.0,50000.0,,,49-53,Undecided,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,For Myself (Self-Employed),,Own,61-70,345300.0,140000.0,82000.0,70000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,2000000.0,20.0,2000000.0,4.0,0.0,50000.0,,,49-53,Undecided,,,Manufacturing,Private corporation,Management - Middle / Lower,For an Organization (Employed),,,,Rent,91-100,190000.0,0.0,59900.0,200000.0,2020
2,Yes,29-33,Married,,USD,No,1250000.0,10.0,1500000.0,4.0,2000.0,50000.0,,,39-43,Undecided,,,Healthcare,Public agency,Professional (licensed / certificated),For an Organization (Employed),,,,Rent,81-90,340000.0,288000.0,58500.0,138000.0,2020
2,Yes,29-33,Married,,USD,No,1500000.0,8.0,1500000.0,3.8,10000.0,60000.0,,,49-53,Yes,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,61-70,458000.0,250000.0,56000.0,110000.0,2020
2,Yes,59-63,Married,,USD,Yes,,,,,,,,Yes,,,4.0,2.5,Information Technology,Private corporation,Information Technology,,For an Organization (Employed),,,Own,81-90,5630000.0,207002.0,71201.0,90000.0,2020
2,Yes,29-33,Married,,USD,No,2217728.0,38.0,2217728.0,4.0,0.0,88709.0,,,39-43,No,,,Healthcare,Nonprofit corporation,Management - Middle / Lower,For an Organization (Employed),,For Myself (Self-Employed),,Own,61-70,977948.0,127605.0,17918.0,200000.0,2020
2,Yes,34-38,Married,,USD,No,1200000.0,25.0,1500000.0,4.0,20000.0,68000.0,,,44-48,Partially,,,Healthcare,Nonprofit corporation,Consultant,For an Organization (Employed),,,,Own,81-90,645000.0,309000.0,123500.0,160000.0,2020
1,Yes,18-23,"Single, never married",,USD,No,2500000.0,2.3,3000000.0,3.25,100000.0,80000.0,,,49-53,Undecided,,,Military,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,71-80,75504.61,2338.98,87284.29000000001,81405.63,2020
2,Yes,29-33,Married,,USD,No,2000000.0,30.0,,3.25,56000.0,100000.0,,,54-58,Yes,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Own,71-80,604380.0,201500.05000000005,2700.0,192000.0,2020
1,Yes,44-48,"Single, never married",,USD,No,1400000.0,70.0,1400000.0,4.0,25000.0,55000.0,,,44-48,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,For Myself (Self-Employed),,Own,81-90,1650200.0,0.0,29000.0,205000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,1200000.0,8.0,1200000.0,3.5,20000.0,40000.0,,,49-53,Undecided,,,Manufacturing,Public corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,71-80,480666.0,308137.0,114524.0,106602.0,2020
2,Yes,34-38,Divorced - Remarried,,USD,No,1680000.0,23.0,1680000.0,3.5,58000.0,58000.0,,,49-53,Partially,,,Information Technology,Public corporation,Customer Service,For an Organization (Employed),,,,Own,71-80,662000.0,248000.0,28690.0,81000.0,2020
2,Yes,34-38,Married,,USD,No,3500000.0,22.0,3500000.0,3.0,31000.0,45000.0,,,49-53,Partially,,,Professional & Business Services,Public corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,71-80,1062000.0,420000.0,37945.0,220000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1000000.0,60.0,2000000.0,4.0,5000.0,30000.0,,,29-33,Undecided,,,Information Technology,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own and live in a van,71-80,546000.0,0.0,246000.0,213000.0,2020
2,Yes,34-38,Married,,USD,No,3000000.0,73.0,3000000.0,3.0,30000.0,60000.0,,,39-43,Yes,,,Public Administration (Civilian Government),Public agency,Management - Middle / Lower,For an Organization (Employed),,,,Own,81-90,2740000.0,500000.0,141000.0,230000.0,2020
2,Yes,44-48,Married,,USD,Yes,,,,,,,4500000.0,Yes,,,4.0,120000.0,Information Technology,Private corporation,Information Technology,For an Organization (Employed),,,,Own,81-90,8280000.0,1500000.0,163000.0,150000.0,2020
2,Yes,44-48,Divorced - Remarried,,USD,No,3000000.0,78.0,3000000.0,3.5,80000.0,50000.0,,,54-58,Yes,,,Healthcare,Public agency,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,81-90,3980000.0,1613000.0,276800.0,400000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,2500000.0,28.0,3000000.0,3.5,,70000.0,,,34-38,Undecided,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,81-90,790000.0,1200.0,274300.0,275000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1500000.0,13.3,1500000.0,3.0,12000.0,45000.0,,,29-33,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,61-70,352000.0,6300.0,108612.0,135000.0,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1000000.0,14.0,2000000.0,4.0,19000.0,80000.0,,,54-58,No,,,Natural Resources,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,51-60,139000.0,0.0,42000.0,77000.0,2020
2,Yes,34-38,Married,,USD,No,2500000.0,18.0,2500000.0,3.0,1000.0,75000.0,,,54-58,Yes,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),For an Organization (Employed),For an Organization (Employed),,,Own,81-90,936500.0,289000.0,142400.0,200000.0,2020
2,Yes,39-43,Married,,USD,No,3400000.0,40.0,3400000.0,3.25,50000.0,100000.0,,,54-58,Yes,,,Healthcare,Public corporation,Management - Middle / Lower,For an Organization (Employed),,,,Own,81-90,2200000.0,557000.0,248100.0,245000.0,2020
1,Yes,18-23,"Single, never married",,USD,No,1500000.0,1.0,2000000.0,4.0,130000.0,70000.0,,,49-53,Undecided,,,Public Administration (Civilian Government),Public agency,Administrative staff,For an Organization (Employed),,,,Live with family or friends,81-90,7000.0,0.0,9250.0,30000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,2000000.0,25.0,2000000.0,3.0,180000.0,60000.0,,,29-33,No,,,Professional & Business Services,Public corporation,Consultant,For an Organization (Employed),,For Myself (Self-Employed),,Rent,71-80,639500.0,430000.0,90700.0,112000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,1500000.0,66.0,1500000.0,4.0,0.0,50000.0,,,34-38,Yes,,,Information Technology,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Own,91-100,1103000.0,200000.0,93000.0,250000.0,2020
1,Yes,49-53,Married,,USD,No,3000000.0,70.0,2500000.0,3.5,15000.0,110000.0,,,54-58,Partially,,,Financial Services,Private corporation,Professional (licensed / certificated),For an Organization (Employed),,,,Own,71-80,3185000.0,715000.0,322000.0,425000.0,2020
1,Yes,34-38,"Single, never married",,USD,Yes,,,,,,,2000000.0,Yes,,,0.0,0.0,Real Estate,Self-employed,Administrative staff,,,,,Own,71-80,2575000.0,0.0,122600.0,,2020
1,Yes,24-28,"In a relationship, but not married",,USD,No,1500000.0,10.0,1500000.0,3.0,,37000.0,,,34-38,Undecided,,,Manufacturing,Private corporation,"Professional (non-licensed, certified)",For an Organization (Employed),,,,Rent,71-80,127200.0,0.0,104606.0,96271.0,2020
1,Yes,29-33,"Single, never married",,USD,Yes,,,,,,,1200000.0,No,Undecided,Partially,,,Information Technology,Public corporation,Information Technology,For an Organization (Employed),,,,Rent,71-80,1450000.0,0.0,21800.0,175000.0,2020
1,Yes,29-33,"Single, never married",,USD,No,,,,,,,,No,39-43,Yes,,,"Arts, Entertainment, Recreation",Nonprofit corporation,Management - Middle / Lower,For an Organization (Employed),,,,Rent,1-20,0.0,0.0,0.0,,2020
2,Yes,29-33,Married,,USD,No,2700000.0,20.0,3000000.0,3.3,9500.0,80000.0,,,44-48,Yes,,,Manufacturing,Public corporation,Information Technology,For an Organization (Employed),,,,Own,1-20,1855000.0,650000.0,285920.0,268000.0,2020
